Owner,Name,Stars,URL,Created Date,Branch Count,Forks Count,Languages,Languages Proportions
ppawel,youtube-dl,3,https://github.com/ppawel/youtube-dl,2010-11-06,4,12083,[],{}
geekcomputers,Python,28589,https://github.com/geekcomputers/Python,2011-11-30,1,12078,"['Python', 'Jupyter Notebook', 'Tcl', 'HTML', 'Java', 'Makefile', 'JavaScript', 'C++']","{'Python': 0.788145446047209, 'Jupyter Notebook': 0.19912303091586933, 'Tcl': 0.007825091865024836, 'HTML': 0.0035890844309590846, 'Java': 0.0010490466861679244, 'Makefile': 0.0001390460137857921, 'JavaScript': 0.000128601242797188, 'C++': 6.527981867877564e-07}"
xtekky,gpt4free,47967,https://github.com/xtekky/gpt4free,2023-03-29,4,12046,"['Python', 'JavaScript', 'CSS', 'HTML', 'Dockerfile']","{'Python': 0.8578134830373131, 'JavaScript': 0.05897441007085697, 'CSS': 0.049730834597789174, 'HTML': 0.030139123354902625, 'Dockerfile': 0.0033421489391381584}"
microsoft,Web-Dev-For-Beginners,78000,https://github.com/microsoft/Web-Dev-For-Beginners,2020-11-10,3,12017,"['JavaScript', 'HTML', 'CSS', 'Vue']","{'JavaScript': 0.7769458638111033, 'HTML': 0.10835865824313831, 'CSS': 0.07555291388252437, 'Vue': 0.039142564063233985}"
chartjs,Chart.js,62238,https://github.com/chartjs/Chart.js,2013-03-17,7,12002,"['JavaScript', 'TypeScript', 'Shell', 'HTML']","{'JavaScript': 0.8921534498363851, 'TypeScript': 0.10430100040501318, 'Shell': 0.0018341631986009451, 'HTML': 0.0017113865600007186}"
Trinea,android-open-project,31356,https://github.com/Trinea/android-open-project,2014-01-05,1,11998,[],{}
Chalarangelo,30-seconds-of-code,116343,https://github.com/Chalarangelo/30-seconds-of-code,2017-11-29,3,11987,"['JavaScript', 'SCSS', 'Astro', 'Shell', 'TypeScript']","{'JavaScript': 0.7579559006823827, 'SCSS': 0.12510648218721138, 'Astro': 0.11238242124801606, 'Shell': 0.0033894961487074184, 'TypeScript': 0.0011656997336824454}"
Homebrew,homebrew-core,12802,https://github.com/Homebrew/homebrew-core,2016-03-01,1,11926,"['Ruby', 'Python', 'Perl']","{'Ruby': 0.9997587337065709, 'Python': 0.00018649732194958175, 'Perl': 5.4768971479506806e-05}"
udacity,fullstack-nanodegree-vm,372,https://github.com/udacity/fullstack-nanodegree-vm,2015-01-29,4,11890,['Python'],{'Python': 1.0}
expressjs,express,62203,https://github.com/expressjs/express,2009-06-26,8,11842,"['JavaScript', 'Makefile', 'Shell']","{'JavaScript': 0.9989456868407006, 'Makefile': 0.0006224031172965826, 'Shell': 0.0004319100420027801}"
ryanmcdermott,clean-code-javascript,86575,https://github.com/ryanmcdermott/clean-code-javascript,2016-11-25,1,11751,['JavaScript'],{'JavaScript': 1.0}
apache,superset,55061,https://github.com/apache/superset,2015-07-21,30,11690,"['TypeScript', 'Python', 'Jupyter Notebook', 'JavaScript', 'HTML', 'Shell', 'Less', 'MDX', 'Dockerfile', 'Jinja', 'CSS', 'Makefile', 'Smarty', 'Pug', 'Mako']","{'TypeScript': 0.39197915940891886, 'Python': 0.32071434763956225, 'Jupyter Notebook': 0.13363330997529504, 'JavaScript': 0.09308479853337366, 'HTML': 0.053484821451559306, 'Shell': 0.0026135843891910236, 'Less': 0.0024496067480904125, 'MDX': 0.0007406287637757874, 'Dockerfile': 0.0003203474073716525, 'Jinja': 0.00023820814861850233, 'CSS': 0.00020597139086608862, 'Makefile': 0.00018018198466415768, 'Smarty': 0.00017596971498450896, 'Pug': 0.0001276145783558884, 'Mako': 5.1449865372852276e-05}"
OpenZeppelin,openzeppelin-contracts,23196,https://github.com/OpenZeppelin/openzeppelin-contracts,2016-08-01,30,11669,"['JavaScript', 'Solidity', 'Ruby', 'Shell', 'Python', 'Makefile']","{'JavaScript': 0.48802253012612035, 'Solidity': 0.385884012293709, 'Ruby': 0.11832949753426156, 'Shell': 0.003856958905594861, 'Python': 0.003112812341156448, 'Makefile': 0.0007941887991578077}"
shadowsocks,shadowsocks-android,34145,https://github.com/shadowsocks/shadowsocks-android,2012-12-16,5,11666,"['Kotlin', 'Python', 'Makefile', 'HTML', 'Shell', 'AIDL', 'Perl']","{'Kotlin': 0.9593197720485711, 'Python': 0.019816108543464345, 'Makefile': 0.012030366930724306, 'HTML': 0.004556490142714421, 'Shell': 0.002077890053143942, 'AIDL': 0.0016916853574025286, 'Perl': 0.0005076869239793227}"
element-plus,element-plus,21683,https://github.com/element-plus/element-plus,2020-07-21,30,11656,"['TypeScript', 'Vue', 'JavaScript', 'Shell', 'HTML']","{'TypeScript': 0.49837488165429467, 'Vue': 0.49245403006074767, 'JavaScript': 0.006397613039388003, 'Shell': 0.002162319628381346, 'HTML': 0.0006111556171883388}"
kallaway,100-days-of-code,6590,https://github.com/kallaway/100-days-of-code,2016-06-22,2,11629,[],{}
jhu-ep-coursera,fullstack-course4,9938,https://github.com/jhu-ep-coursera/fullstack-course4,2016-02-15,5,11600,"['JavaScript', 'HTML', 'CSS']","{'JavaScript': 0.5904743259872469, 'HTML': 0.21311108625125852, 'CSS': 0.19641458776149456}"
Homebrew,legacy-homebrew,27068,https://github.com/Homebrew/legacy-homebrew,2009-05-20,1,11586,[],{}
android,architecture-samples,43275,https://github.com/android/architecture-samples,2016-02-05,23,11585,['Kotlin'],{'Kotlin': 1.0}
matterport,Mask_RCNN,23579,https://github.com/matterport/Mask_RCNN,2017-10-19,1,11570,['Python'],{'Python': 1.0}
ibm-developer-skills-network,jbbmo-Introduction-to-Git-and-GitHub,38,https://github.com/ibm-developer-skills-network/jbbmo-Introduction-to-Git-and-GitHub,2022-01-12,1,11559,"['Python', 'Shell']","{'Python': 0.5421010425020049, 'Shell': 0.4578989574979952}"
getlantern,lantern,13667,https://github.com/getlantern/lantern,2011-02-17,5,11516,"['Go', 'Python', 'Java', 'CSS', 'SCSS', 'JavaScript', 'Assembly', 'C', 'Objective-C', 'Shell', 'HTML', 'Perl', 'Makefile', 'Sass', 'C++', 'Roff', 'Groovy', 'NSIS', 'Dockerfile', 'Ruby', 'Batchfile']","{'Go': 0.9333163924482597, 'Python': 0.01027970959039082, 'Java': 0.009252205966112387, 'CSS': 0.008576079664998865, 'SCSS': 0.00856240038710896, 'JavaScript': 0.007829415023449495, 'Assembly': 0.0050079300867198065, 'C': 0.002989092601409209, 'Objective-C': 0.0029294100580176635, 'Shell': 0.0024731258172273223, 'HTML': 0.0022283592363360567, 'Perl': 0.0017295280600447278, 'Makefile': 0.0016682877341176769, 'Sass': 0.0012748016017898921, 'C++': 0.0005244859074229312, 'Roff': 0.00028857921470235156, 'Groovy': 0.0002769445263902966, 'NSIS': 0.000271394926107559, 'Dockerfile': 0.00020557861398246132, 'Ruby': 0.00019014683074011223, 'Batchfile': 0.00012613170467169247}"
rust-lang,rust,86695,https://github.com/rust-lang/rust,2010-06-16,6,11492,"['Rust', 'Shell', 'JavaScript', 'Fluent', 'HTML', 'Python', 'Makefile', 'TypeScript', 'C++', 'PowerShell', 'CSS', 'Dockerfile', 'C', 'Roff', 'Assembly', 'RenderScript', 'Pascal', 'Puppet', 'XSLT', 'RPC', 'Batchfile', 'CMake']","{'Rust': 0.967467498118869, 'Shell': 0.005370653301846798, 'JavaScript': 0.004820573842057002, 'Fluent': 0.003951730260109037, 'HTML': 0.003428939694552361, 'Python': 0.00342283543620682, 'Makefile': 0.002826582421436703, 'TypeScript': 0.0024730327293175916, 'C++': 0.0019301391378042164, 'PowerShell': 0.0011372196000847981, 'CSS': 0.0010448724901241553, 'Dockerfile': 0.0009464086895199159, 'C': 0.0005213359866841137, 'Roff': 0.00015879774307044842, 'Assembly': 0.00015164917168819617, 'RenderScript': 0.00014349358416340058, 'Pascal': 9.3739527342925e-05, 'Puppet': 5.1631333826945295e-05, 'XSLT': 3.032237495880558e-05, 'RPC': 1.0729073222406403e-05, 'Batchfile': 9.858812358480043e-06, 'CMake': 7.956670755898144e-06}"
adam-p,markdown-here,59228,https://github.com/adam-p/markdown-here,2012-05-13,12,11430,"['JavaScript', 'CSS', 'HTML', 'Makefile']","{'JavaScript': 0.8720374378233442, 'CSS': 0.09506658107817278, 'HTML': 0.03266213445157371, 'Makefile': 0.00023384664690926472}"
grafana,grafana,57834,https://github.com/grafana/grafana,2013-12-11,30,11411,"['TypeScript', 'Go', 'Rich Text Format', 'HTML', 'SCSS', 'CUE', 'MDX', 'JavaScript', 'Shell', 'Starlark', 'Jsonnet', 'Dockerfile', 'Python', 'Makefile', 'Jinja', 'HCL', 'CSS', 'Mustache', 'Smarty', 'PowerShell', 'Assembly']","{'TypeScript': 0.5740239614205629, 'Go': 0.38284698224383207, 'Rich Text Format': 0.008611738138225744, 'HTML': 0.007502556589901472, 'SCSS': 0.005618375312261295, 'CUE': 0.004210035900654464, 'MDX': 0.003639509593252113, 'JavaScript': 0.003522095020114089, 'Shell': 0.0032290229663051702, 'Starlark': 0.0030189525549560205, 'Jsonnet': 0.001566423811910066, 'Dockerfile': 0.0007163902067545006, 'Python': 0.0005740458116762633, 'Makefile': 0.00047327556083361707, 'Jinja': 0.00014454408524943252, 'HCL': 0.00010670941430487358, 'CSS': 7.615816192716127e-05, 'Mustache': 5.443011123613227e-05, 'Smarty': 5.171716002499141e-05, 'PowerShell': 8.969847698096337e-06, 'Assembly': 4.106088319564536e-06}"
avelino,awesome-go,111027,https://github.com/avelino/awesome-go,2014-07-06,2,11397,['Go'],{'Go': 1.0}
microsoft,ML-For-Beginners,54199,https://github.com/microsoft/ML-For-Beginners,2021-03-03,7,11395,"['HTML', 'Jupyter Notebook', 'Python', 'Vue', 'JavaScript', 'Dockerfile', 'CSS']","{'HTML': 0.9269732557642681, 'Jupyter Notebook': 0.072195026181599, 'Python': 0.0007293280650278071, 'Vue': 5.2572498324427144e-05, 'JavaScript': 2.621269313555767e-05, 'Dockerfile': 1.8335511371862024e-05, 'CSS': 5.269286273168226e-06}"
FFmpeg,FFmpeg,39155,https://github.com/FFmpeg/FFmpeg,2011-04-14,30,11374,"['C', 'Assembly', 'Makefile', 'C++', 'Objective-C', 'Cuda', 'Shell', 'Perl', 'Metal', 'Python', 'Awk', 'HTML', 'Ruby', 'Verilog', 'Roff']","{'C': 0.9091407963954091, 'Assembly': 0.07171598079712002, 'Makefile': 0.013053781199118443, 'C++': 0.0017956599914568108, 'Objective-C': 0.0015475310342646321, 'Cuda': 0.001252697185367909, 'Shell': 0.0008329137367436146, 'Perl': 0.00036826939877203016, 'Metal': 0.00011744082212883079, 'Python': 8.839409699735638e-05, 'Awk': 2.820586005656632e-05, 'HTML': 2.4060542757457986e-05, 'Ruby': 2.156745157044977e-05, 'Verilog': 1.0754221747508812e-05, 'Roff': 1.9472664892608547e-06}"
spmallick,learnopencv,19433,https://github.com/spmallick/learnopencv,2015-02-17,5,11366,"['Jupyter Notebook', 'Python', 'Java', 'C', 'C++', 'Cuda', 'Shell', 'CMake', 'Makefile', 'HTML', 'M4', 'PowerShell', 'Dockerfile', 'Batchfile', 'JavaScript', 'C#', 'Cython', 'AIDL', 'MATLAB', 'QMake']","{'Jupyter Notebook': 0.9780631237404703, 'Python': 0.00911892824765103, 'Java': 0.00542525597353971, 'C': 0.002929982510334069, 'C++': 0.002802008478939139, 'Cuda': 0.0006109791521067252, 'Shell': 0.0003097088025677497, 'CMake': 0.00019478925152640217, 'Makefile': 0.00016495551184714244, 'HTML': 0.00015583885788064643, 'M4': 0.00011262929133019275, 'PowerShell': 5.572965297143319e-05, 'Dockerfile': 1.485295561513253e-05, 'Batchfile': 1.4222690345783731e-05, 'JavaScript': 1.264258868459942e-05, 'C#': 5.549885160519279e-06, 'Cython': 4.573417841809873e-06, 'AIDL': 1.766518149301562e-06, 'MATLAB': 1.5765508709344592e-06, 'QMake': 8.859221673381702e-07}"
apachecn,ailearning,36776,https://github.com/apachecn/ailearning,2017-02-25,1,11357,"['Python', 'JavaScript', 'CSS', 'Jupyter Notebook', 'HTML', 'Shell', 'Dockerfile']","{'Python': 0.9301388834904782, 'JavaScript': 0.02431637368639621, 'CSS': 0.022890511367007142, 'Jupyter Notebook': 0.01810763317083549, 'HTML': 0.004016758485108228, 'Shell': 0.0004797198190770968, 'Dockerfile': 5.0119981097607126e-05}"
apache,rocketmq,19947,https://github.com/apache/rocketmq,2016-11-30,30,11340,"['Java', 'Starlark', 'Shell', 'Batchfile', 'Python']","{'Java': 0.9871876606683805, 'Starlark': 0.004935174667702915, 'Shell': 0.004842151411888962, 'Batchfile': 0.001636555668480102, 'Python': 0.0013984575835475578}"
AllenDowney,ThinkStats2,3922,https://github.com/AllenDowney/ThinkStats2,2014-05-08,6,11099,"['Jupyter Notebook', 'TeX', 'Python', 'Stata', 'Makefile', 'HTML', 'CSS', 'Shell', 'Dockerfile']","{'Jupyter Notebook': 0.8721826120119662, 'TeX': 0.06883565902083046, 'Python': 0.051664897942528834, 'Stata': 0.0047689686426576425, 'Makefile': 0.001369355545038528, 'HTML': 0.0007735155970624721, 'CSS': 0.00027052965014604424, 'Shell': 7.486153026606687e-05, 'Dockerfile': 5.960005950367127e-05}"
TheOdinProject,curriculum,8031,https://github.com/TheOdinProject/curriculum,2013-06-11,15,11092,[],{}
fivethirtyeight,data,16445,https://github.com/fivethirtyeight/data,2014-03-17,1,11088,"['Jupyter Notebook', 'R', 'Python']","{'Jupyter Notebook': 0.7124840257952608, 'R': 0.15530047930827176, 'Python': 0.13221549489646744}"
h5bp,Front-end-Developer-Interview-Questions,58096,https://github.com/h5bp/Front-end-Developer-Interview-Questions,2012-02-09,4,11029,"['Nunjucks', 'CSS', 'JavaScript']","{'Nunjucks': 0.5335937742225529, 'CSS': 0.36362508913899483, 'JavaScript': 0.10278113663845223}"
necolas,normalize.css,51138,https://github.com/necolas/normalize.css,2011-05-04,3,11017,['CSS'],{'CSS': 1.0}
NixOS,nixpkgs,13507,https://github.com/NixOS/nixpkgs,2012-06-04,30,10954,"['Nix', 'Shell', 'Python', 'Perl', 'C', 'Rust', 'Common Lisp', 'Ruby', 'Haskell', 'Roff', 'JavaScript', 'C++', 'Emacs Lisp', 'Vim Script', 'Prolog', 'M4', 'TypeScript', 'sed', 'SmPL', 'Nim', 'D', 'XSLT', 'R', 'Awk', 'CMake', 'Makefile', 'VHDL', 'Boogie', 'Cuda', 'C#', 'Erlang', 'Java', 'Scheme', 'Lua', 'CUE', 'CSS', 'Go', 'Jasmin', 'Meson', 'PHP', 'Elvish', 'HCL', 'Reason', 'PureScript', 'Smarty', 'Verilog']","{'Nix': 0.9560598496417244, 'Shell': 0.018589216492423354, 'Python': 0.012132743830417767, 'Perl': 0.0029383904283490467, 'C': 0.002485718923628614, 'Rust': 0.00153467808844463, 'Common Lisp': 0.001318820174055243, 'Ruby': 0.001225039911168745, 'Haskell': 0.0005062457741795549, 'Roff': 0.00047734139357037084, 'JavaScript': 0.0003941401339868344, 'C++': 0.000374846459930204, 'Emacs Lisp': 0.0003539774971303731, 'Vim Script': 0.00030825076700664384, 'Prolog': 0.00015463843625913493, 'M4': 0.0001305032784504662, 'TypeScript': 0.00011736623746359204, 'sed': 0.00010456159685372349, 'SmPL': 9.260963547182586e-05, 'Nim': 8.314345082231806e-05, 'D': 7.632201699855062e-05, 'XSLT': 7.528145929662e-05, 'R': 7.295465665758067e-05, 'Awk': 6.119057374964274e-05, 'CMake': 3.757569479193933e-05, 'Makefile': 3.529224872381379e-05, 'VHDL': 3.497430053711276e-05, 'Boogie': 3.102885258395913e-05, 'Cuda': 2.748806595933408e-05, 'C#': 2.3990635905622805e-05, 'Erlang': 2.0767797467698776e-05, 'Java': 2.0045187952469173e-05, 'Scheme': 1.89034649184064e-05, 'Lua': 1.4322120591850722e-05, 'CUE': 1.2660118706822637e-05, 'CSS': 1.0824690538139446e-05, 'Go': 9.943106929559331e-06, 'Jasmin': 9.480636839812385e-06, 'Meson': 6.214441830974581e-06, 'PHP': 3.2372906282286195e-06, 'Elvish': 3.0783165348781066e-06, 'HCL': 3.034959963964331e-06, 'Reason': 2.630298635435753e-06, 'PureScript': 2.4568723517806488e-06, 'Smarty': 2.4135157808668725e-06, 'Verilog': 1.8065237880740064e-06}"
bradtraversy,design-resources-for-developers,53731,https://github.com/bradtraversy/design-resources-for-developers,2020-05-06,1,10924,[],{}
Chanzhaoyu,chatgpt-web,27663,https://github.com/Chanzhaoyu/chatgpt-web,2023-02-09,3,10891,"['Vue', 'TypeScript', 'Less', 'HTML', 'Dockerfile', 'JavaScript', 'Shell', 'Batchfile', 'CSS']","{'Vue': 0.5517798518365733, 'TypeScript': 0.2982261640798226, 'Less': 0.13457604977741108, 'HTML': 0.0069913542687223915, 'Dockerfile': 0.003411884013131886, 'JavaScript': 0.002621220715378401, 'Shell': 0.0014395228518881383, 'Batchfile': 0.0007004245518142285, 'CSS': 0.0002535279052579109}"
taylor-training,time-tracker,9,https://github.com/taylor-training/time-tracker,2017-04-30,1,10961,['Java'],{'Java': 1.0}
google,guava,48519,https://github.com/google/guava,2014-05-29,25,10825,"['Java', 'CSS', 'Shell', 'JavaScript', 'HTML']","{'Java': 0.9994278860643729, 'CSS': 0.00043453704030756954, 'Shell': 9.86207518732548e-05, 'JavaScript': 2.2714952446814925e-05, 'HTML': 1.6241190999472673e-05}"
astaxie,build-web-application-with-golang,42417,https://github.com/astaxie/build-web-application-with-golang,2012-08-02,1,10813,"['Go', 'Groovy', 'Shell', 'Python']","{'Go': 0.8824160546080259, 'Groovy': 0.0889725230869072, 'Shell': 0.02567922521784235, 'Python': 0.0029321970872245736}"
woocommerce,woocommerce,8780,https://github.com/woocommerce/woocommerce,2011-08-09,30,10792,"['PHP', 'JavaScript', 'TypeScript', 'CSS', 'SCSS', 'Mustache', 'Shell', 'EJS', 'Gherkin', 'HTML', 'Roff', 'Dockerfile', 'Batchfile']","{'PHP': 0.5607651481954647, 'JavaScript': 0.18684960531759948, 'TypeScript': 0.16193665512151692, 'CSS': 0.053081106873969504, 'SCSS': 0.03365536309881545, 'Mustache': 0.0013711674815860102, 'Shell': 0.0012080247617213143, 'EJS': 0.0005745160233821757, 'Gherkin': 0.000352380588560517, 'HTML': 0.00013362714651815003, 'Roff': 4.8270260577163204e-05, 'Dockerfile': 1.9369595008670583e-05, 'Batchfile': 4.765535279911017e-06}"
axios,axios,102392,https://github.com/axios/axios,2014-08-18,11,10760,"['JavaScript', 'TypeScript', 'HTML', 'Handlebars']","{'JavaScript': 0.8667506221004532, 'TypeScript': 0.11383332596201522, 'HTML': 0.01742579604416273, 'Handlebars': 0.0019902558933688396}"
heroku,node-js-sample,846,https://github.com/heroku/node-js-sample,2012-08-17,1,10708,['JavaScript'],{'JavaScript': 1.0}
Blankj,AndroidUtilCode,32563,https://github.com/Blankj/AndroidUtilCode,2016-07-30,2,10648,"['Java', 'Kotlin', 'Groovy', 'Shell']","{'Java': 0.8833676464440768, 'Kotlin': 0.0954920933037927, 'Groovy': 0.020481120075483868, 'Shell': 0.0006591401766465814}"
gatsbyjs,gatsby,54777,https://github.com/gatsbyjs/gatsby,2015-05-21,30,10580,"['JavaScript', 'TypeScript', 'CSS', 'HTML', 'MDX', 'Shell', 'Dockerfile', 'PHP', 'EJS', 'Python', 'Less', 'SCSS', 'Stylus']","{'JavaScript': 0.5948511871533636, 'TypeScript': 0.38123557939953695, 'CSS': 0.010624097641912411, 'HTML': 0.00699029165471385, 'MDX': 0.004508448890954595, 'Shell': 0.001100183285256241, 'Dockerfile': 0.00030899481549156906, 'PHP': 0.0002257650233144507, 'EJS': 5.177993818306556e-05, 'Python': 3.156217490117445e-05, 'Less': 2.4485957752512562e-05, 'SCSS': 2.4485957752512562e-05, 'Stylus': 2.3138106867053155e-05}"
grpc,grpc,39350,https://github.com/grpc/grpc,2014-12-08,30,10550,"['C++', 'Python', 'C', 'Starlark', 'Shell', 'Objective-C', 'Ruby', 'PHP', 'Cython', 'Dockerfile', 'C#', 'Objective-C++', 'Batchfile', 'Go', 'CMake', 'Java', 'XSLT', 'PowerShell', 'JavaScript', 'Awk', 'Swift', 'CSS', 'HTML']","{'C++': 0.664194943860901, 'Python': 0.1382989458386359, 'C': 0.04348948871771423, 'Starlark': 0.03598984910639913, 'Shell': 0.028053601049399666, 'Objective-C': 0.0234249383751656, 'Ruby': 0.021619179070451584, 'PHP': 0.01584917684615219, 'Cython': 0.009291961799451687, 'Dockerfile': 0.006615431680415794, 'C#': 0.0050689891570296665, 'Objective-C++': 0.0029425980730131166, 'Batchfile': 0.0015029675806732517, 'Go': 0.0011347840635797391, 'CMake': 0.001007588057142969, 'Java': 0.0004673311733929437, 'XSLT': 0.0003214145239575309, 'PowerShell': 0.00019438158932388473, 'JavaScript': 0.00018965250703328686, 'Awk': 0.0001775525792414813, 'Swift': 0.00011522653608746389, 'CSS': 4.954121378909076e-05, 'HTML': 4.5660104874738025e-07}"
dotnet-architecture,eShopOnContainers,24575,https://github.com/dotnet-architecture/eShopOnContainers,2016-10-05,30,10514,"['C#', 'HTML', 'Dockerfile', 'TypeScript', 'CSS', 'SCSS', 'PowerShell', 'Mustache', 'Shell', 'Smarty', 'JavaScript', 'Batchfile']","{'C#': 0.6358433413738431, 'HTML': 0.08062601406046334, 'Dockerfile': 0.05873508708691771, 'TypeScript': 0.05616341653219303, 'CSS': 0.05042254538980903, 'SCSS': 0.03657095316616006, 'PowerShell': 0.02213416928783762, 'Mustache': 0.021436169603347578, 'Shell': 0.01819205743338818, 'Smarty': 0.017759332881513674, 'JavaScript': 0.001062863155928018, 'Batchfile': 0.0010540500285985983}"
googlehosts,hosts,20876,https://github.com/googlehosts/hosts,2017-08-05,3,10514,[],{}
xkcoding,spring-boot-demo,30766,https://github.com/xkcoding/spring-boot-demo,2017-11-10,10,10506,"['Java', 'HTML', 'TSQL', 'PLpgSQL', 'Lua', 'FreeMarker', 'Dockerfile']","{'Java': 0.8676204074131667, 'HTML': 0.08877705367618993, 'TSQL': 0.027881366714259462, 'PLpgSQL': 0.012697380511457612, 'Lua': 0.0012016002488019339, 'FreeMarker': 0.0011450543547406665, 'Dockerfile': 0.0006771370813836781}"
karan,Projects,43092,https://github.com/karan/Projects,2013-07-04,1,10494,[],{}
Homebrew,homebrew-cask,20236,https://github.com/Homebrew/homebrew-cask,2012-03-05,1,10477,"['Ruby', 'Shell', 'Python']","{'Ruby': 0.9900407063613819, 'Shell': 0.008951902775403456, 'Python': 0.001007390863214637}"
xuxueli,xxl-job,25445,https://github.com/xuxueli/xxl-job,2015-11-28,14,10430,"['Java', 'Dockerfile']","{'Java': 0.9993138297803084, 'Dockerfile': 0.000686170219691653}"
AFNetworking,AFNetworking,33359,https://github.com/AFNetworking/AFNetworking,2011-05-31,6,10414,"['Objective-C', 'Swift', 'Ruby', 'C', 'Shell']","{'Objective-C': 0.9765255486046799, 'Swift': 0.016779013681611443, 'Ruby': 0.003179659257389304, 'C': 0.0030576919531361906, 'Shell': 0.0004580865031832048}"
soyHenry,Python-Prep,671,https://github.com/soyHenry/Python-Prep,2022-01-11,3,10416,"['Jupyter Notebook', 'Python', 'Nunjucks', 'JavaScript']","{'Jupyter Notebook': 0.6977714231696365, 'Python': 0.2637937010603268, 'Nunjucks': 0.027228970711033387, 'JavaScript': 0.011205905059003325}"
MithunTechnologiesDevOps,maven-web-application,77,https://github.com/MithunTechnologiesDevOps/maven-web-application,2019-09-10,3,10366,"['Java', 'Dockerfile']","{'Java': 0.9630589760207389, 'Dockerfile': 0.03694102397926118}"
laravel,framework,30426,https://github.com/laravel/framework,2013-01-10,25,10345,"['PHP', 'Blade', 'Shell', 'CSS', 'Hack']","{'PHP': 0.9955186063630241, 'Blade': 0.0034750825155986484, 'Shell': 0.0005879932150748902, 'CSS': 0.00040170694578182487, 'Hack': 1.6610960520530103e-05}"
apple,swift,64412,https://github.com/apple/swift,2015-10-23,30,10343,"['C++', 'Swift', 'C', 'Python', 'CMake', 'Objective-C', 'Shell', 'Objective-C++', 'LLVM', 'PowerShell', 'Emacs Lisp', 'Vim Script', 'Assembly', 'Batchfile', 'Roff', 'DTrace', 'Makefile', 'Ruby', 'D']","{'C++': 0.4928932399888228, 'Swift': 0.42089142737503066, 'C': 0.051132244173668684, 'Python': 0.017178278418730892, 'CMake': 0.007547968910507726, 'Objective-C': 0.004781361311771973, 'Shell': 0.0019275680923485868, 'Objective-C++': 0.0015807790932989385, 'LLVM': 0.0005947810163484587, 'PowerShell': 0.0005741872816325858, 'Emacs Lisp': 0.0005287277076587178, 'Vim Script': 0.00018280590931740614, 'Assembly': 4.0420681437005614e-05, 'Batchfile': 3.780082245497747e-05, 'Roff': 3.362000219794301e-05, 'DTrace': 2.3670015123341363e-05, 'Makefile': 2.1552219709297708e-05, 'Ruby': 1.9461809580780482e-05, 'D': 1.0105170359251404e-05}"
wasabeef,awesome-android-ui,47700,https://github.com/wasabeef/awesome-android-ui,2014-12-24,2,10330,[],{}
lenve,vhr,26463,https://github.com/lenve/vhr,2018-01-04,30,10318,['Java'],{'Java': 1.0}
fengdu78,Coursera-ML-AndrewNg-Notes,29089,https://github.com/fengdu78/Coursera-ML-AndrewNg-Notes,2017-11-04,2,10303,"['HTML', 'Jupyter Notebook']","{'HTML': 0.8303099039697873, 'Jupyter Notebook': 0.16969009603021265}"
scrapy,scrapy,49132,https://github.com/scrapy/scrapy,2010-02-22,30,10279,"['Python', 'HTML', 'Roff', 'Shell']","{'Python': 0.9974286079050301, 'HTML': 0.0015218348610273357, 'Roff': 0.0009297532129680683, 'Shell': 0.00011980402097449239}"
youngyangyang04,leetcode-master,43082,https://github.com/youngyangyang04/leetcode-master,2019-12-14,1,10254,['Shell'],{'Shell': 1.0}
vagabond-systems,jpmc-task-1,38,https://github.com/vagabond-systems/jpmc-task-1,2022-08-02,2,11834,['Python'],{'Python': 1.0}
topjohnwu,Magisk,39387,https://github.com/topjohnwu/Magisk,2016-09-08,2,10234,"['C++', 'Kotlin', 'Rust', 'Java', 'Shell', 'Python', 'Makefile', 'C', 'AIDL']","{'C++': 0.40705533467535177, 'Kotlin': 0.2969725464419014, 'Rust': 0.1299049479701591, 'Java': 0.09436276187998217, 'Shell': 0.04222641159187424, 'Python': 0.02357585523242633, 'Makefile': 0.004546429728903151, 'C': 0.0011617132188813774, 'AIDL': 0.00019399926052046578}"
socketio,socket.io,59224,https://github.com/socketio/socket.io,2010-03-11,21,10228,"['TypeScript', 'JavaScript']","{'TypeScript': 0.6623380525743818, 'JavaScript': 0.3376619474256181}"
Avik-Jain,100-Days-Of-ML-Code,42074,https://github.com/Avik-Jain/100-Days-Of-ML-Code,2018-07-05,2,10228,[],{}
jekyll,jekyll,47469,https://github.com/jekyll/jekyll,2008-10-20,30,10213,"['Ruby', 'Gherkin', 'JavaScript', 'HTML', 'Shell', 'Dockerfile', 'Earthly', 'CSS', 'SCSS', 'CoffeeScript', 'Hack']","{'Ruby': 0.7058033238111209, 'Gherkin': 0.2309253943416427, 'JavaScript': 0.037881802188686656, 'HTML': 0.011850342174537292, 'Shell': 0.008008382457564306, 'Dockerfile': 0.0022633032320287672, 'Earthly': 0.0013335727943212024, 'CSS': 0.0010110942540277569, 'SCSS': 0.0006012984474394708, 'CoffeeScript': 0.0002321845490112808, 'Hack': 8.930174961972338e-05}"
apolloconfig,apollo,28430,https://github.com/apolloconfig/apollo,2016-03-04,15,10197,"['Java', 'HTML', 'JavaScript', 'Shell', 'CSS', 'Dockerfile', 'Batchfile']","{'Java': 0.7116142874905788, 'HTML': 0.14747079029295448, 'JavaScript': 0.11826786009983777, 'Shell': 0.013333899053185327, 'CSS': 0.006729709072673197, 'Dockerfile': 0.0019098937919907032, 'Batchfile': 0.0006735601987798129}"
